"track_name","track_artist","track_popularity","track_album_release_date","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","skip_percentage","intentional_percentage","unintentional_percantage","finished_percentage","listens","playing_time_percentage"
"Soul Survivor","Jeezy",64,"2005","rap","hip hop",0.682,0.483,10,-7.718,1,0.0451,0.00103,0,0.159,0.108,84.012,280013,0,0.0277777777777778,0.972222222222222,0.277777777777778,36,0.180840909370478
"Good Times","Styles P",60,"2002-01-01","rap","hip hop",0.697,0.761,11,-7.647,0,0.302,0.157,0,0.789,0.666,81.728,211493,0.0571428571428571,0.2,0.8,0.485714285714286,35,0.787801555066665
"Good Life","Kanye West",9,"2007-01-01","rap","hip hop",0.435,0.802,1,-6.871,1,0.324,0.00376,0,0.467,0.454,84.267,207000,0,0,1,0.34375,32,0.313578200483092
"These Days","Mike Stud",73,"2015-10-30","rap","hip hop",0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,268566,0,0.0454545454545455,0.954545454545455,0.340909090909091,44,0.49263478826603
"Alright","Logic",64,"2014-10-21","rap","hip hop",0.807,0.693,11,-5.056,1,0.0481,0.0504,7.75e-06,0.0762,0.142,127.035,218280,0.0294117647058824,0,1,0.941176470588235,34,0.804279177311386
"Say It","Tory Lanez",6,"2015-07-31","rap","hip hop",0.558,0.521,11,-10.125,0,0.0551,0.0874,2.99e-06,0.21,0.287,107.299,236893,0.1,0,1,0.6,20,0.566765164019199
"Misunderstood","Youngn Lipz",28,"2019-10-07","rap","hip hop",0.881,0.666,7,-5.117,0,0.102,0.134,0,0.315,0.475,130.015,149342,0,0,1,0.777777777777778,27,1.29367963268005
"Run","Lost Child",51,"2019-12-13","rap","hip hop",0.596,0.545,7,-7.465,0,0.0615,0.356,0,0.251,0.226,83.054,210096,0.175,0.025,0.975,0.375,40,0.39712893153606
"Hallelujah","Logic",55,"2017-05-05","rap","hip hop",0.667,0.596,11,-8.348,0,0.19,0.494,3.43e-06,0.342,0.462,136.033,448733,0.0561797752808989,0.0561797752808989,0.943820224719101,0.50561797752809,89,0.473677235107677
"What Do You Mean?","Skepta",66,"2019-05-31","rap","hip hop",0.738,0.521,2,-8.909,1,0.495,0.0482,5.75e-06,0.108,0.379,192.003,211120,0.305084745762712,0.288135593220339,0.711864406779661,0.254237288135593,59,0.451699009640272
"Georgia","Kevin Abstract",3,"2019-04-11","rap","hip hop",0.664,0.522,8,-9.677,1,0.11,0.729,0.000126,0.0935,0.289,134.047,219467,0,0.0444444444444444,0.955555555555556,0.555555555555556,45,0.559934953521233
"Berlin","Kota the Friend",56,"2019-12-17","rap","hip hop",0.569,0.828,1,-4.262,0,0.386,0.701,0,0.107,0.507,81.447,98182,0,0.125,0.875,0.583333333333333,24,1.96264420497987
"Poison","Sidhu Moose Wala",49,"2019-06-20","rap","hip hop",0.678,0.774,6,-3.701,0,0.266,0.0543,0,0.241,0.435,171.903,263721,0,0.0384615384615385,0.961538461538462,0.384615384615385,52,0.420853200628986
"Invierno","Faruz Feet",31,"2020-01-17","rap","hip hop",0.557,0.891,1,-6.409,1,0.31,0.0258,0,0.12,0.716,85.048,218154,0,0,1,0.387096774193548,31,0.366937147389518
"Paradise","J Rocc",7,"2014-12-16","rap","southern hip hop",0.654,0.57,10,-5.77,0,0.109,0.00865,0.00837,0.265,0.805,94.551,86686,0.0857142857142857,0.0285714285714286,0.971428571428571,0.342857142857143,35,0.864761157675815
"Let It Out","Tha Alkaholiks",23,"1995","rap","southern hip hop",0.699,0.907,9,-2.803,1,0.261,0.0285,1.55e-05,0.324,0.703,93.109,281133,0.0384615384615385,0.115384615384615,0.884615384615385,0.153846153846154,26,0.170319331474372
"The Wall","Scarface",22,"1993","rap","southern hip hop",0.728,0.615,4,-8.888,0,0.283,0.0194,1.12e-06,0.0768,0.523,82.976,277707,0.117647058823529,0.0588235294117647,0.941176470588235,0.323529411764706,34,0.210345266562155
"Holiday","Rockie Fresh",48,"2019-12-24","rap","southern hip hop",0.769,0.784,4,-4.589,0,0.166,0.121,0,0.0855,0.682,155.024,111484,0.0810810810810811,0.0540540540540541,0.945945945945946,0.45945945945946,37,0.700124463381971
"Birds","Migos",42,"2014-06-03","rap","southern hip hop",0.84,0.561,1,-8.259,1,0.205,0.0895,0,0.362,0.283,132,278608,0.0701754385964912,0,1,0.350877192982456,57,0.317228142212765
"One Dance","Drake",20,"2016-05-06","rap","southern hip hop",0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987,0.0294117647058824,0.0294117647058824,0.970588235294118,0.323529411764706,34,0.497972634196132
"She's Long Gone","The Black Keys",43,"2010-10-18","rap","southern hip hop",0.351,0.86,11,-6.676,0,0.11,0.0394,0.0345,0.217,0.502,167.935,185973,0.08,0,1,0.36,25,0.345244739827824
"The River","Various Artists",3,"2016-02-01","rap","southern hip hop",0.504,0.436,6,-8.212,0,0.0474,0.0568,0.002,0.238,0.426,147.955,215699,0.0380952380952381,0.142857142857143,0.857142857142857,0.447619047619048,105,0.606551987458714
"Smile","Scarface",60,"2010-01-01","rap","southern hip hop",0.7,0.402,5,-9.93,0,0.278,0.0498,1.04e-06,0.16,0.499,77.871,300600,0.0333333333333333,0.0333333333333333,0.966666666666667,0.483333333333333,60,0.364669050787314
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",76,"2017-06-22","rap","southern hip hop",0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600,0.0344827586206897,0.0689655172413793,0.931034482758621,0.413793103448276,29,0.404342605204674
"Sweet Home Alabama","Lynyrd Skynyrd",81,"1974-04-15","rap","southern hip hop",0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,0.0232558139534884,0.0232558139534884,0.976744186046512,0.488372093023256,43,0.523584083124375
"Fire","Lebrado",34,"2010-04-25","rap","southern hip hop",0.865,0.516,7,-5.439,1,0.044,0.149,0,0.144,0.88,105.985,219493,0.12,0,1,0.16,25,0.246313458743559
"Brown Eyed Girl","Van Morrison",79,"1967-09","rap","southern hip hop",0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.407,0.907,150.572,183307,0.0222222222222222,0.0444444444444444,0.955555555555556,0.755555555555556,45,0.831890883720874
"Psycho","A$AP Ferg",46,"2016-06-22","rap","southern hip hop",0.543,0.727,0,-4.78,1,0.299,0.0966,0,0.419,0.207,166.006,178560,0.0285714285714286,0.0285714285714286,0.971428571428571,0.514285714285714,35,0.884262992831541
"No Vaseline","Ice Cube",66,"2017-06-09","rap","southern hip hop",0.777,0.957,11,-3.201,0,0.318,0.18,0,0.296,0.543,105.755,313053,0,0.35,0.65,0.3,20,0.602298013435425
"Lost Ones","J. Cole",3,"2011-09-23","rap","southern hip hop",0.727,0.781,5,-8.614,1,0.29,0.103,0,0.0537,0.682,81.076,263720,0.032258064516129,0.032258064516129,0.967741935483871,0.290322580645161,31,0.233656419565228
"Good Life","Kanye West",3,"2007-01-01","rap","southern hip hop",0.456,0.792,1,-6.889,1,0.323,0.00369,0,0.0648,0.485,82.999,209769,0,0,1,0.34375,32,0.30943889468892
"No Sleep","Wiz Khalifa",65,"2011-03-29","rap","southern hip hop",0.653,0.711,9,-6.454,1,0.0623,0.109,0,0.443,0.769,160.048,191320,0.03125,0.0625,0.9375,0.53125,32,0.97946013223918
"Wake Up","Wiz Khalifa",14,"2011-03-29","rap","southern hip hop",0.724,0.586,5,-6.946,0,0.188,0.426,0,0.152,0.676,172.067,226840,0.0792079207920792,0.0396039603960396,0.96039603960396,0.504950495049505,101,0.620405930118669
"My Life","The Game",1,"2008-01-01","rap","southern hip hop",0.673,0.766,11,-5.018,1,0.349,0.0724,0,0.0563,0.382,148.113,320893,0,0.091743119266055,0.908256880733945,0.63302752293578,109,0.710376550393187
"Wake Up","Fetty Wap",0,"2016-04-22","rap","southern hip hop",0.647,0.673,5,-5.992,1,0.176,0.172,0,0.223,0.527,179.971,224000,0.0792079207920792,0.0396039603960396,0.96039603960396,0.504950495049505,101,0.628271791018387
"Sorry","Justin Bieber",21,"2015-11-13","rap","southern hip hop",0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,0.32258064516129,0.258064516129032,0.741935483870968,0.258064516129032,31,0.233995035985012
"Without Me","Eminem",11,"2005-12-06","rap","southern hip hop",0.919,0.657,7,-2.823,1,0.0907,0.00293,0,0.356,0.659,112.23,291213,0.05,0.1,0.9,0.75,20,0.773760958473695
"Amsterdam","Rick Ross",0,"2012-01-01","rap","southern hip hop",0.583,0.79,8,-5.534,1,0.0993,0.0215,0,0.477,0.145,87.95,224520,0.0555555555555556,0.0555555555555556,0.944444444444444,0.444444444444444,36,0.508969381594315
"Crossroads","Adam Calhoun",0,"2018-03-13","rap","southern hip hop",0.774,0.513,11,-7.427,0,0.0882,0.469,0,0.256,0.358,79.999,156213,0.0384615384615385,0.0384615384615385,0.961538461538462,0.153846153846154,26,0.177212425440806
"Paradise","Demun Jones",27,"2018-01-19","rap","southern hip hop",0.752,0.671,7,-7.066,1,0.0578,0.486,0,0.316,0.807,92.03,193373,0.0857142857142857,0.0285714285714286,0.971428571428571,0.342857142857143,35,0.38765849272797
"Sunday Morning","Jelly Roll",31,"2019-04-05","rap","southern hip hop",0.662,0.829,10,-6.327,1,0.269,0.0271,0,0.097,0.538,170.062,209236,0.0405405405405405,0.0675675675675676,0.932432432432432,0.324324324324324,74,0.396775876509288
"Only","Jelly Roll",59,"2017-04-21","rap","southern hip hop",0.695,0.745,11,-4.566,1,0.0292,0.0124,0,0.0863,0.484,105.01,198116,0,0,1,0.65,20,0.518933856932302
"Animal","Upchurch",42,"2019-04-20","rap","southern hip hop",0.548,0.728,9,-5.417,1,0.0362,0.0687,0,0.185,0.499,130.045,152341,0.0666666666666667,0.133333333333333,0.866666666666667,0.366666666666667,30,0.744905179826836
"Flowers","Jacob Tillberg",50,"2019-03-24","rap","gangster rap",0.754,0.652,11,-4.924,0,0.0308,0.174,0,0.113,0.474,95.006,192013,0.153846153846154,0.384615384615385,0.615384615384615,0.538461538461538,26,0.913837164070221
"Alive","Flamma",30,"2019-11-30","rap","gangster rap",0.694,0.629,6,-8.928,1,0.143,0.0894,4.05e-06,0.131,0.618,140.053,209514,0.125,0.1,0.9,0.35,40,0.331937364567523
"99 Problems","JAY-Z",39,"2010-11-22","rap","gangster rap",0.482,0.955,6,-0.905,0,0.382,0.00782,0,0.0599,0.509,89.422,235467,0,0.0476190476190476,0.952380952380952,0.492063492063492,63,0.344895429353124
"Piano Man","G-Unit",0,"2008-01-01","rap","gangster rap",0.558,0.672,10,-3.531,0,0.529,0.0406,0,0.245,0.578,177.952,201120,0.0338983050847458,0.0338983050847458,0.966101694915254,0.440677966101695,59,0.893694969189488
"My Life","The Game",19,"2008-01-01","rap","gangster rap",0.679,0.772,8,-5.071,0,0.35,0.074,0,0.0476,0.387,148.149,325400,0,0.091743119266055,0.908256880733945,0.63302752293578,109,0.700537376721946
"Without Me","Eminem",11,"2005-12-06","rap","gangster rap",0.919,0.657,7,-2.823,1,0.0907,0.00293,0,0.356,0.659,112.23,291213,0.05,0.1,0.9,0.75,20,0.773760958473695
"No Vaseline","Ice Cube",3,"1991-10-29","rap","gangster rap",0.574,0.927,11,-5.536,0,0.377,0.0384,0,0.137,0.51,105.575,312467,0,0.35,0.65,0.3,20,0.603427561950542
"Hello","Eminem",0,"2009-05-15","rap","gangster rap",0.862,0.936,10,-5.782,0,0.189,0.149,0,0.551,0.718,96,248200,0.236842105263158,0.131578947368421,0.868421052631579,0.236842105263158,38,0.329981975486662
"All Of The Lights","Kanye West",7,"2010-01-01","rap","gangster rap",0.546,0.796,1,-3.263,1,0.0639,0.0909,2.73e-05,0.19,0.254,142.123,299613,0.0810810810810811,0,1,0.324324324324324,37,0.142174305755325
"Fuck Tha Police","N.W.A.",68,"1988-08-08","rap","gangster rap",0.859,0.75,8,-8.325,0,0.303,0.0193,0,0.0538,0.857,98.691,345717,0.0476190476190476,0.19047619047619,0.80952380952381,0.476190476190476,21,0.342183814810269
"One","Ghostface Killah",32,"2000-01-27","rap","gangster rap",0.755,0.702,11,-7.022,1,0.216,0.0254,0,0.0809,0.501,89.62,226333,0.027027027027027,0.0540540540540541,0.945945945945946,0.540540540540541,37,0.594992835837079
"All I Need","Method Man",0,"1994-11-15","rap","gangster rap",0.731,0.488,4,-11.133,0,0.265,0.0885,3.66e-05,0.112,0.167,91.914,196000,0.0410958904109589,0.0684931506849315,0.931506849315068,0.424657534246575,73,0.473028235951915
"Fuck Tha Police","N.W.A.",4,"1988-08-08","rap","gangster rap",0.871,0.819,8,-5.439,0,0.298,0.0138,0,0.0608,0.857,98.699,345733,0.0476190476190476,0.19047619047619,0.80952380952381,0.476190476190476,21,0.342167979061189
"99 Problems","JAY-Z",60,"2003-11-14","rap","gangster rap",0.494,0.887,6,-4.297,0,0.398,0.00661,0,0.103,0.548,89.554,234627,0,0.0476190476190476,0.952380952380952,0.492063492063492,63,0.346130206939065
"Smile","Scarface",60,"2010-01-01","rap","gangster rap",0.7,0.402,5,-9.93,0,0.278,0.0498,1.04e-06,0.16,0.499,77.871,300600,0.0333333333333333,0.0333333333333333,0.966666666666667,0.483333333333333,60,0.364669050787314
"Fuck Tha Police","N.W.A.",57,"1996-07-02","rap","gangster rap",0.85,0.837,6,-6.37,0,0.291,0.00956,0,0.0772,0.737,98.694,343373,0.0476190476190476,0.19047619047619,0.80952380952381,0.476190476190476,21,0.344519696961502
"No Vaseline","Ice Cube",66,"2017-06-09","rap","gangster rap",0.777,0.957,11,-3.201,0,0.318,0.18,0,0.296,0.543,105.755,313053,0,0.35,0.65,0.3,20,0.602298013435425
"Walk","Comethazine",75,"2018-08-24","rap","gangster rap",0.831,0.795,1,-6.186,1,0.264,0.221,0,0.291,0.744,160.063,96064,0.0476190476190476,0.0476190476190476,0.952380952380952,0.571428571428571,21,1.93566540956822
"Hello","Ice Cube",55,"2001-12-04","rap","gangster rap",0.897,0.631,10,-6.245,0,0.28,0.111,0,0.383,0.685,91.388,231467,0.236842105263158,0.131578947368421,0.868421052631579,0.236842105263158,38,0.353836729710021
"Demons","Jay Portal",23,"2019-03-08","rap","gangster rap",0.774,0.474,1,-8.953,1,0.29,0.134,1.49e-05,0.233,0.0893,85.016,117176,0.09375,0.015625,0.984375,0.453125,64,0.954234842245852
"Numb","John Nonny",18,"2019-05-29","rap","gangster rap",0.622,0.664,0,-7.884,1,0.0407,0.379,0.000428,0.261,0.447,140.024,174520,0.107142857142857,0,1,0.464285714285714,28,0.457203431452801
"Rockstar","Jovem Dex",64,"2019-05-24","rap","trap",0.687,0.644,4,-7.927,0,0.075,0.0276,0,0.0875,0.199,141.018,254481,0,0,1,0.310344827586207,29,0.251704042941218
"Money","Jovem Dex",64,"2019-02-20","rap","trap",0.796,0.805,7,-6.28,0,0.0328,0.0233,1.79e-06,0.0787,0.528,103.995,139050,0.0789473684210526,0,1,0.447368421052632,38,0.991412214462802
"Animal","Eladio Carrion",58,"2019-07-05","rap","trap",0.752,0.64,6,-7.286,0,0.113,0.294,0,0.126,0.529,116.923,217737,0.0666666666666667,0.133333333333333,0.866666666666667,0.366666666666667,30,0.521177383724401
"Poison","Coopex",47,"2019-12-20","rap","trap",0.428,0.53,7,-9.295,0,0.0455,0.261,0.000495,0.0934,0.052,155.017,151778,0,0.0384615384615385,0.961538461538462,0.384615384615385,52,0.731251083312976
"Dive","Cozmoe",42,"2019-12-11","rap","trap",0.693,0.747,0,-7.469,0,0.058,0.172,0.00325,0.105,0.252,131.986,261818,0.0476190476190476,0.0317460317460317,0.968253968253968,0.507936507936508,63,0.48939145537546
"Alive","Snavs",50,"2019-10-04","rap","trap",0.439,0.546,5,-7.086,0,0.0356,0.157,1.57e-06,0.472,0.166,149.889,183258,0.125,0.1,0.9,0.35,40,0.379495165286099
"Patience","Egzod",44,"2019-08-09","rap","trap",0.46,0.903,0,-2.975,0,0.201,0.19,0.000216,0.203,0.557,161.767,171111,0.0697674418604651,0,1,0.418604651162791,43,0.199883578903562
"Rockstar","Duki",2,"2018-03-09","rap","trap",0.878,0.855,9,0.642,1,0.094,0.0906,0,0.174,0.33,123.991,112273,0,0,1,0.310344827586207,29,0.570519150211753
"Gasoline","Party Favor",52,"2019-09-17","rap","trap",0.634,0.925,8,-3.494,0,0.0732,0.0079,0.723,0.0897,0.364,150.079,183400,0.0277777777777778,0.111111111111111,0.888888888888889,0.444444444444444,36,0.499927450624016
"POWER","Türküm",54,"2019-07-05","rap","trap",0.457,0.987,9,-4.488,1,0.112,0.00614,0.971,0.0617,0.398,137.03,138394,0.0882352941176471,0,1,0.264705882352941,34,0.366551720620326
"Fire","Türküm",41,"2018-09-21","rap","trap",0.569,0.757,10,-7.364,1,0.124,0.0317,0.00163,0.112,0.219,150.134,185600,0.12,0,1,0.16,25,0.291293534482759
"Rise","Onur Ormen",35,"2019-02-17","rap","trap",0.579,0.827,2,-5.013,1,0.0505,0.0618,0.021,0.0926,0.271,159.97,137125,0.0384615384615385,0.0384615384615385,0.961538461538462,0.807692307692308,26,0.908573031344226
"Somebody","Internet Money",83,"2019-10-11","rap","trap",0.63,0.671,6,-6.659,0,0.256,0.363,0,0.113,0.333,89.921,174333,0.04,0.06,0.94,0.32,50,0.463428840208107
"Broken","Lund",77,"2016-10-25","rap","trap",0.828,0.581,0,-2.659,1,0.0429,0.0423,0.000903,0.109,0.145,133.999,200627,0.0256410256410256,0,1,0.333333333333333,39,0.462108213826577
"Closer","Lemaitre",5,"2016-01-29","rap","trap",0.578,0.773,2,-3.662,0,0.0337,0.0015,0.0216,0.107,0.364,91.947,270533,0.0619469026548673,0.0707964601769911,0.929203539823009,0.407079646017699,113,0.44493827638648
"Magic","Jauz",53,"2016-07-08","rap","trap",0.551,0.839,5,-2.461,0,0.0578,0.0241,0.00391,0.0874,0.314,141.976,290704,0.0588235294117647,0.0196078431372549,0.980392156862745,0.490196078431373,51,0.499609669670059
"Say It","Flume",57,"2016-05-27","rap","trap",0.59,0.531,3,-6.828,0,0.0326,0.0704,3.01e-06,0.0623,0.266,75.114,262521,0.1,0,1,0.6,20,0.511436037497953
"Eclipse","Lit Killah",62,"2019-04-25","rap","trap",0.715,0.691,4,-5.405,0,0.111,0.413,0,0.166,0.381,93.024,208103,0.0147058823529412,0.0147058823529412,0.985294117647059,0.647058823529412,68,0.421128847112191
"Paradise City","Guns N' Roses",78,"1987-01-01","rock","album rock",0.273,0.952,11,-8.762,1,0.0841,0.0169,0.0112,0.142,0.475,100.269,405640,0.115384615384615,0.0769230769230769,0.923076923076923,0.538461538461538,52,0.396987192129437
"Welcome To The Jungle","Guns N' Roses",78,"1987-01-01","rock","album rock",0.446,0.954,8,-8.069,1,0.0764,0.0232,0.395,0.297,0.332,123.45,272027,0.0638297872340425,0.0638297872340425,0.936170212765957,0.382978723404255,47,0.328216950304292
"Sweet Child O' Mine","Guns N' Roses",82,"1987-01-01","rock","album rock",0.454,0.91,6,-7.766,1,0.0446,0.0852,0.0988,0.116,0.63,125.116,354520,0.027027027027027,0,1,0.486486486486487,37,0.541902107455532
"Patience","Guns N' Roses",67,"1988-01-01","rock","album rock",0.457,0.266,6,-14.465,1,0.0313,0.711,0.000261,0.124,0.372,120.459,354400,0.0697674418604651,0,1,0.418604651162791,43,0.0965075594519397
"Sorry","Guns N' Roses",49,"2008-01-01","rock","album rock",0.402,0.502,2,-10.009,0,0.0315,0.0702,6.37e-05,0.115,0.209,147.519,374187,0.32258064516129,0.258064516129032,0.741935483870968,0.258064516129032,31,0.12556064558716
"Sympathy For The Devil","Guns N' Roses",4,"2004-01-01","rock","album rock",0.321,0.95,8,-6.729,1,0.179,0.0213,0.00657,0.191,0.226,108.466,455560,0.0769230769230769,0.123076923076923,0.876923076923077,0.446153846153846,65,0.513640422269801
"Jealous Guy - Remastered 2010","John Lennon",66,"1971-09-09","rock","album rock",0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,257787,0.0357142857142857,0.0357142857142857,0.964285714285714,0.553571428571429,56,0.619339388165978
"Photograph","Ringo Starr",58,"1973-01-01","rock","album rock",0.617,0.696,4,-12.739,1,0.0282,0.0155,0.000199,0.108,0.9,111.136,239760,0.256756756756757,0.0810810810810811,0.918918918918919,0.283783783783784,74,0.276918641614588
"How? - Remastered 2010","John Lennon",45,"1971-09-09","rock","album rock",0.544,0.352,7,-14.425,1,0.048,0.885,0.0625,0.198,0.206,74.163,226280,0.025,0.025,0.975,0.375,40,0.348244542160156
"Every Night - Remastered 2011","Paul McCartney",1,"1970-04-17","rock","album rock",0.605,0.404,4,-12.366,1,0.0256,0.588,0.00143,0.104,0.867,94.285,153413,0.0357142857142857,0.0357142857142857,0.964285714285714,0.607142857142857,56,0.742263646869189
"Maybe I’m Amazed - Remastered 2011","Paul McCartney",8,"1970-04-17","rock","album rock",0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,229827,0.0566037735849057,0.0188679245283019,0.981132075471698,0.60377358490566,53,0.61792861258809
"Junk - Remastered 2011","Paul McCartney",1,"1970-04-17","rock","album rock",0.712,0.0862,9,-17.696,1,0.0325,0.814,0.000259,0.191,0.315,90.666,115293,0.0266666666666667,0.0933333333333333,0.906666666666667,0.56,75,0.811107930808173
"Love - Remastered 2010","John Lennon",50,"1970-12-11","rock","album rock",0.613,0.0609,2,-21.297,1,0.0391,0.887,0.0197,0.0525,0.156,80.988,202147,0,0.0416666666666667,0.958333333333333,0.375,24,0.313461861912371
"God - Remastered 2010","John Lennon",53,"1970-12-11","rock","album rock",0.64,0.269,4,-13.435,0,0.0388,0.231,0.00276,0.116,0.178,112.801,252773,0.0131578947368421,0.118421052631579,0.881578947368421,0.56578947368421,76,0.778240337127945
"Crippled Inside - Remastered 2010","John Lennon",47,"1971-09-09","rock","album rock",0.545,0.608,0,-9.372,1,0.0369,0.193,0.0699,0.0769,0.681,165.617,232627,0,0.0123456790123457,0.987654320987654,0.654320987654321,81,0.700812252455011
"Mother - Remastered 2010","John Lennon",53,"1970-12-11","rock","album rock",0.532,0.347,0,-13.696,1,0.05,0.013,0.133,0.0578,0.426,135.935,336307,0.0588235294117647,0.0392156862745098,0.96078431372549,0.549019607843137,51,0.650498257981722
"I Found Out - Remastered 2010","John Lennon",45,"1970-12-11","rock","album rock",0.576,0.672,7,-11.526,1,0.48,0.0217,0.0451,0.127,0.507,181.116,218000,0.138888888888889,0.0277777777777778,0.972222222222222,0.361111111111111,36,0.288471712538226
"Oh Yoko! - Remastered 2010","John Lennon",21,"2010-10-05","rock","album rock",0.556,0.833,1,-10.702,1,0.0321,0.284,0.352,0.196,0.806,85.181,257933,0.0277777777777778,0.0833333333333333,0.916666666666667,0.388888888888889,36,0.213457349173795
"Grow Old With Me","John Lennon",21,"2010-10-05","rock","album rock",0.392,0.188,7,-13.751,1,0.0278,0.882,0.509,0.235,0.326,81.017,199040,0,0.290322580645161,0.709677419354839,0.483870967741935,31,0.861195026449538
"Oh My Love - Remastered 2010","John Lennon",53,"1971-09-09","rock","album rock",0.529,0.104,9,-19.669,1,0.0392,0.985,0.291,0.109,0.183,135.235,168107,0.0454545454545455,0.0454545454545455,0.954545454545455,0.613636363636364,44,0.566498231375363
"Here Today - Remixed 2015","Paul McCartney",1,"1982-04-26","rock","album rock",0.236,0.198,0,-15.44,1,0.0355,0.747,0,0.131,0.33,165.433,148853,0.0833333333333333,0.0416666666666667,0.958333333333333,0.541666666666667,24,0.729436647788982
"Paradise","T-SQUARE",0,"2015-07-08","rock","album rock",0.597,0.692,2,-7.371,1,0.0273,0.242,0.0149,0.0847,0.345,126.997,274773,0.0857142857142857,0.0285714285714286,0.971428571428571,0.342857142857143,35,0.272816782268584
"In the End","The Cranberries",43,"2019-04-26","rock","album rock",0.252,0.592,9,-7.778,0,0.0314,0.0568,0.000285,0.14,0.229,170.094,176880,0.0434782608695652,0.0434782608695652,0.956521739130435,0.304347826086957,23,0.349493638526734
"You And Me","The Cranberries",47,"1999-04-19","rock","album rock",0.496,0.749,0,-7.042,0,0.0278,0.248,0,0.218,0.663,96.15,215533,0,0,1,0.423076923076923,26,0.372817262678676
"Photograph","Def Leppard",64,"1983-01-20","rock","album rock",0.602,0.877,4,-6.606,1,0.0515,0.000343,0.635,0.0551,0.617,123.679,247962,0.256756756756757,0.0810810810810811,0.918918918918919,0.283783783783784,74,0.267758823987198
"Animal","Def Leppard",60,"1987-08-03","rock","album rock",0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,0.0666666666666667,0.133333333333333,0.866666666666667,0.366666666666667,30,0.464015374550213
"Human","The Human League",42,"1986","rock","album rock",0.625,0.572,8,-9.095,1,0.0251,0.049,0.00151,0.0939,0.36,101.355,265320,0.0126582278481013,0.0253164556962025,0.974683544303797,0.582278481012658,79,0.726322215161248
"With Or Without You","U2",2,"1987-03-10","rock","album rock",0.532,0.353,2,-14.672,1,0.0309,0.000226,0.198,0.123,0.111,109.888,296160,0.0740740740740741,0,1,0.518518518518518,27,0.405952863317126
"One","Fates Warning",34,"2000","rock","album rock",0.528,0.879,9,-5.343,1,0.0545,0.0018,0.000111,0.209,0.553,90.062,266413,0.027027027027027,0.0540540540540541,0.945945945945946,0.540540540540541,37,0.505480263776593
"Have You Ever Seen The Rain","Creedence Clearwater Revival",78,"1970-12-07","rock","album rock",0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,0.0128205128205128,0.0384615384615385,0.961538461538462,0.602564102564103,78,0.850039718586489
"Back In Black","AC/DC",83,"1980-07-25","rock","album rock",0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,0.0144927536231884,0.0434782608695652,0.956521739130435,0.492753623188406,69,0.540316456669138
"Should I Stay or Should I Go - Remastered","The Clash",79,"1982","rock","album rock",0.742,0.833,2,-6.463,1,0.115,0.079,0,0.384,0.816,113.375,188987,0,0.0757575757575758,0.924242424242424,0.5,66,0.605258963619592
"Dream On","Aerosmith",78,"1973-01-05","rock","album rock",0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,0.0746268656716418,0.0298507462686567,0.970149253731343,0.537313432835821,67,0.550135578475617
"Highway to Hell","AC/DC",83,"1979-07-27","rock","album rock",0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400,0.121212121212121,0.151515151515152,0.848484848484849,0.454545454545455,99,0.587839963938812
"La Grange - 2005 Remaster","ZZ Top",74,"1973-07-26","rock","album rock",0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,0.0131578947368421,0.0394736842105263,0.960526315789474,0.526315789473684,76,0.649945594091964
"Immigrant Song - Remaster","Led Zeppelin",77,"1970","rock","album rock",0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,0,0.0857142857142857,0.914285714285714,0.314285714285714,35,0.545795750915751
"Fortunate Son","Creedence Clearwater Revival",16,"2005-12-14","rock","album rock",0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31,138053,0.0350877192982456,0.0526315789473684,0.947368421052632,0.526315789473684,57,0.616699586899056
"Come Together - Remastered 2009","The Beatles",79,"1969-09-26","rock","album rock",0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,0.0150375939849624,0.12781954887218,0.87218045112782,0.56390977443609,133,0.656081050182844
